Map: Shrine Ruins | Difficulty: easy | Target: Jagras | Objective: Slay 8 Jagras | Description: Those in-fur-nal Jagras keep messing with my visits to the Shrine Ruins. They're after the offur-ings I bring with me, those rude, blasphemous fiends! Send them running with their tails between their legs!
Map: Shrine Ruins | Difficulty: medium | Target: Great Baggi, Tetranadon | Objective: Hunt a Great Baggi and Tetranadon | Description: Alright, Ace, lesson time! Harmonize with the sounds of nature as you serenade these monster to permanent sleep and you're sure to find a new tune for the hunting horn!
Map: Frost Islands | Difficulty: medium | Target: Lagombi, Khezu | Objective: Hunt a Lagombi and a Khezu | Description: Alright, Ace, lesson time! The Lagombi and the Khezu may both be white but that's where their similarities end. If you can take on this contrasting pair at once, you'll discover the essence of the switch axe.
Map: Arena | Difficulty: medium | Target: Great Baggi, Great Goss Harag | Objective: Hunt a Great Baggi and a Great Goss Harag | Description: Alright, Ace, lesson time! The path to light bowgun mastery is paved by the Great Baggi and the Great Goss Harag. Their sly and agile combat is full of potential for new hit and run tactics for this weapon!
Map: Frost Islands | Difficulty: medium | Target: Great Baggi, Great Goss Harag | Objective: Hunt a Great Baggi and a Great Goss Harag | Description: Alright, Ace, lesson time! The path to light bowgun mastery is paved by the Great Baggi and the Great Goss Harag. Their sly and agile combat is full of potential for new hit and run tactics for this weapon!
Map: Shrine Ruins | Difficulty: medium | Target: Great Goss Harag | Objective: Hunt a Great Goss Harag | Description: I've hit a bit of a slump, and I'm looking for something to rekindle my creativity. Hmm... Aha! Yes, a Great Goss Harag hide! Its vivid hues make for great inspiration, and there just so happens to be one in the area!
Map: Shrine Ruins | Difficulty: medium | Target: Jagras, Goss Harag | Objective: Slay a total of 20 Jagras or Goss Harag | Description: Oh, man... On my way home, I dropped my wallet somewhere near the Ruins. My mom's gonna be SO mad if I don't bring it back, but there're too many monsters around there to go look for it... Please help me, Hunter!
Map: Shrine Ruins | Difficulty: medium | Target: Arzuros | Objective: Capture an Arzuros | Description: You there! Tell me, don't you think Arzuros are the cutest!? Fuzzy blue fur, a soft tubby belly; what I wouldn't give to hug 'em! Sooo, can you capture one for mâ€” Whaddya mean, "only if I promise not to hug it?"
Map: Sandy Plains | Difficulty: medium | Target: Volvidon, Volvidon | Objective: Hunt 2 Volvidon | Description: Man, I cannot catch a break! I was making my way through the Plains when I started hearing this, *boingy* *boingy* *boingy* noise. Then suddenly two Volvidon appear out of nowhere and roll over my cart! To make matters worse, any produce that didn't get squashed was covered in their nasty spit!
Map: Flooded Forest | Difficulty: medium | Target: Bishaten | Objective: Hunt a Bishaten | Description: It was my fur-st time seeing a Bishaten up close. It looked so playful and fur- iendly! It even started throwing fruit to me. I thought they were purr-esents but one of them blinded me with a flash and the other zapped my tail! What a meanie! Go teach it a lesson fur me!
Map: Sandy Plains | Difficulty: medium | Target: Barroth | Objective: Hunt a Barroth | Description: Aaaargh! I was SO close! *sigh* Right as I was about to land the final blow on a Barroth, my feet got stuck in some mud! Not only did it proceed to stomp the crap out of me, but then it got away! Once I'm betterâ€”*ouch* I'm gonna go and finish what I started!
Map: Shrine Ruins | Difficulty: medium | Target: Pukei-Pukei | Objective: Hunt a Pukei-Pukei | Description: I am absolutely fuming right now! I spent months, MONTHS, breaking my back to have a good harvest this year, and it takes only one day for that googly-eyed monster to wipe out all my crops. Think you can go harvest its hide for me?
Map: Sandy Plains | Difficulty: medium | Target: Basarios | Objective: Hunt a Basarios | Description: Had a new guy on the team get pretty messed up by a Basarios. He came across a boulder juttin' up out of the ground and thought he hit the jackpot. Poor kid didn't know what he was doing when he planted a pickaxe square in the monster's rocky rear.
Map: Flooded Forest | Difficulty: medium | Target: Royal Ludroth | Objective: Hunt a Royal Ludroth | Description: Hey, listen here. Don't go tellin' people what I'm about to tell you, capiche? Some of our "special ingredients" come from the Flooded Forest, but now some rivals are tryin' to move in on our turf. This is not good for business. And, we can't have that, can we?
Map: Shrine Ruins | Difficulty: medium | Target: Rathian | Objective: Hunt a Rathian | Description: Hunter Hunter HUNTER! We must go at once! As we speak the queen herself is gracing the Shrine Ruins! I must capture her majesty in all its glory! But I hear Rathian are rather... difficult to work with. Perhaps you can assist me?
Map: Shrine Ruins | Difficulty: medium | Target: Bishaten, Bishaten | Objective: Hunt 2 Bishaten | Description: Alright, Ace, lesson time! The Bishaten may move and attack in its own unique way, but when it hits big, it hits BIG! See for yourself what I mean, and you'll definitely find new ways to swing a great sword!
Map: Sandy Plains | Difficulty: medium | Target: Pukei-Pukei, Barroth | Objective: Hunt a Pukei-Pukei and a Barroth | Description: Alright, Ace, lesson time! The secret to hammerâ€” Well, let's not kid ourselves here... Hammer equals thrashing and pummeling your target. Go hunt this Pukei-Pukei and Barroth and you'll know exactly what I mean!
Map: Sandy Plains | Difficulty: medium | Target: Rathian | Objective: Capture a Rathian | Description: Alright, Ace, lesson time! A knight wields their lance to protect the weakâ€”just like a Rathian fiercely protects her young! Capture the queen and you'll acquire some new Skills for your lance!
Map: Flooded Forest | Difficulty: medium | Target: Royal Ludroth, Jyuratodus | Objective: Hunt a Royal Ludroth and a Jyuratodus | Description: Alright, Ace, lesson time! Like the Royal Ludroth and Jyuratodus, you'll need to be in waterâ€”Wait, no... You'll need to be "AS water." Meaning you'll have to be flexible according to the situation. Understanding this is the key to unlocking the charge blade's potential!
Map: Arena | Difficulty: medium | Target: Basarios, Volvidon | Objective: Hunt a Basarios and a Volvidon | Description: Alright, Ace, lesson time! Strategically strike from a distance like the Volvidon, or get up close and personal like a Basarios. Add their fighting styles to the long-range, high-powered heavy bowgun, and you should learn something new!
Map: Sandy Plains | Difficulty: medium | Target: Rhenoplos, Kestodon | Objective: Slay a total of 20 Rhenoplos or Kestodon | Description: I just got done talking to my best friend and her neighbor's daughter had THE WORST experience out in the Sandy Plains. Apparently, the locals were extremely rude and wouldn't stop butting in to her business. The nerve...
Map: Flooded Forest | Difficulty: medium | Target: Ludroth, Goss Harag | Objective: Slay a total of 20 Ludroth or Goss Harag | Description: *sniff* Papa promised we'd go fishin' 'cuz I was a good boy, I did all my chores. Brushed my teeth. Even cleaned my room! But now we can't *sniff* because *sniff* a bunch of dumb monsters. *sob* It's not fair! *sniff*
Map: Flooded Forest | Difficulty: medium | Target: Jyuratodus | Objective: Hunt a Jyuratodus | Description: One of our scouts tracking a Jyuratodus has gone missing in the Flooded Forest. If you would hunt the beast so that it is safe enough to dispatch a search party, it would be much appreciated. Now, hop to it-to it!
Map: Frost Islands | Difficulty: medium | Target: Khezu, Tetranadon | Objective: Hunt a Khezu and a Tetranadon | Description: It has come to the board's attention that one of our members has not returned from the Frost Islands. We have to assume that the trader must have been attacked thus we are requiring the assistance of a hunter. We will send out a rescue team (or cleap-up crew) once you have completed your task.
Map: Shrine Ruins | Difficulty: hard | Target: Zinogre | Objective: Hunt a Zinogre | Description: Eep! WH-WHAT WAS THAT!? Don't sneak up on me, Hunter! I-I've been on edge ever since a Zinogre j-jumped out on me! Brr...my fur's still on end from the fear...a-and static! Could y-you help me-me-meow-t?
Map: Lava Caverns | Difficulty: hard | Target: Somnacanth | Objective: Hunt a Somnacanth | Description: Had a group of travelers come in last night fleeing a Somnacanth. Dang monster must have got 'em good because they're still sleepin'! I can't have guests stayin' past check out time! Hunter, can ya go do something 'bout that thing?
Map: Frost Islands | Difficulty: hard | Target: Barioth | Objective: Hunt a Barioth | Description: My boyfriend's on his way here for my birthday. Oh, thank you! Anyway, he'll be passing through the Frost Islands to get here and I just heard that a Barioth has been spotted! Hunter, I didn't get all dolled up for nothing! You gotta get rid of it so he (and his presents) arrive safely!
Map: Lava Caverns | Difficulty: hard | Target: Anjanath | Objective: Hunt a Anjanath | Description: I was en route to do some business when I started hearing this stomping noise behind me. It was faint at first, but then started getting louder and louder! I turn around and there's an Anjanath right behind me! I've never screamed and run so hard in my life!
Map: Flooded Forest | Difficulty: hard | Target: Nargacuga | Objective: Hunt a Nargacuga | Description: I still see it. Even now when I close my eyes. A moving void. The darkest dark you could ever imagine. You don't even know it's there until it's too late. From the abyss of night, two streaks of red surge towards you. Before you can even react, it has you.
Map: Lava Caverns | Difficulty: hard | Target: Rathalos | Objective: Hunt a Rathalos | Description: I saw it one night
Map: Flooded Forest | Difficulty: hard | Target: Tobi-Kadachi | Objective: Hunt a Tobi-Kadachi | Description: When the skies cloud over, ya think there's rain on the way, don'tcha? Well, this time, it weren't no storm, it was a dang Tobi-Kadachi! Can't do no fishin' when you're gettin' zapped in the rear every other minute! I want that varmint gone, ya hear me!?
Map: Flooded Forest | Difficulty: hard | Target: Nargacuga, Jyuratodus | Objective: Hunt a Nargacuga and a Jyuratodus | Description: Grrrr! Stupid. Monsters. Everywhere! Why won't they leave me alone? I go to one fishing spotâ€”Monster. I go to a different spotâ€”ANOTHER MONSTER. Why are they so rude!? Can you go let those meanies know just how mad I am!?
Map: Shrine Ruins | Difficulty: hard | Target: Mizutsune | Objective: Hunt a Mizutsune | Description: Ah, . A Mizutsune has become quite aggressive in the Shrine Ruins. They're normally not like thisâ€” What could have caused it to go hopping mad!? We'll investigate while you take care of it.
Map: Flooded Forest | Difficulty: hard | Target: Zinogre, Mizutsune | Objective: Hunt a Zinogre and a Mizutsune | Description: Alright, Ace, lesson time! Sharp, flowing strikes are the soul of long sword combat. The fearlessness of a Zinogre and the elegance of a Mizutsune combined are just the thing you'll need to master 'em!
Map: Frost Islands | Difficulty: hard | Target: Barioth | Objective: Capture a Barioth | Description: Alright, Ace, lesson time! Getting in your target's face and remaining calm is the key to unleashing the true potential of the gunlance. And no monster teaches "in-your-face" better than the Barioth!
